Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Number of offences
2010,1,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,339
2010,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2010,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2010,2,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,11
2010,2,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,37
2010,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,62
2010,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2010,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,40
2010,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2010,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,13
2010,2,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2010,2,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,22
2010,2,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2010,2,Homicide and related Offences,Attempted Murder,No alcohol involved,Non-DV,Darwin,1
2010,2,Homicide and related Offences,Manslaughter,No alcohol involved,Non-DV,Darwin,1
2010,2,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,85
2010,2,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,16
2010,2,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,30
2010,2,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,72
2010,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2010,2,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,297
2010,2,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2010,2,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,8
2010,2,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,280
2010,3,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,5
2010,3,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,7
2010,3,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,27
2010,3,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,62
2010,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2010,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,33
2010,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,13
2010,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,17
2010,3,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,26
2010,3,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,13
2010,3,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,75
2010,3,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,19
2010,3,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,25
2010,3,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,62
2010,3,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2010,3,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,257
2010,3,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2010,3,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,325
2010,4,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2010,4,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2010,4,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,6
2010,4,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,36
2010,4,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,56
2010,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,4
2010,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,29
2010,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2010,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,10
2010,4,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,43
2010,4,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,6
2010,4,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,49
2010,4,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2010,4,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,48
2010,4,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,75
2010,4,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,273
2010,4,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,1
2010,4,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,2
2010,4,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2010,4,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,265
2010,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2010,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2010,5,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
2010,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,26
2010,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,38
2010,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2010,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,29
2010,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2010,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,20
2010,5,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,47
2010,5,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2010,5,Homicide and related Offences,Attempted Murder,No alcohol involved,Non-DV,Darwin,1
2010,5,Homicide and related Offences,Murder,No alcohol involved,Non-DV,Darwin,1
2010,5,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,75
2010,5,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2010,5,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,66
2010,5,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,79
2010,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2010,5,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,361
2010,5,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2010,5,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,17
2010,5,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,327
2010,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2010,6,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,9
2010,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,23
2010,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,28
2010,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,3
2010,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,28
2010,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2010,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,8
2010,6,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2010,6,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,29
2010,6,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2010,6,Homicide and related Offences,Manslaughter,No alcohol involved,Non-DV,Darwin,1
2010,6,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,47
2010,6,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2010,6,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,28
2010,6,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,77
2010,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2010,6,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,310
2010,6,Robbery - extortion and related offences,Blackmail and extortion,No alcohol involved,Non-DV,Darwin,1
2010,6,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,4
2010,6,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,323
2010,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2010,7,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,9
2010,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,33
2010,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,58
2010,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2010,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,22
2010,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2010,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,18
2010,7,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,37
2010,7,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2010,7,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,58
2010,7,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,14
2010,7,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,37
2010,7,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,80
2010,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2010,7,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,322
2010,7,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2010,7,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,8
2010,7,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,333
2010,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2010,8,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,5
2010,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,33
2010,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,59
2010,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2010,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,28
2010,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2010,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,20
2010,8,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,31
2010,8,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2010,8,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,45
2010,8,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,13
2010,8,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,35
2010,8,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,63
2010,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2010,8,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,250
2010,8,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2010,8,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2010,8,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,11
2010,8,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,294
2010,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2010,9,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,10
2010,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,23
2010,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,47
2010,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2010,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,31
2010,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2010,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,11
2010,9,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2010,9,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,47
2010,9,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2010,9,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,49
2010,9,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2010,9,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,22
2010,9,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,74
2010,9,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2010,9,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,251
2010,9,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2010,9,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,8
2010,9,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,320
2010,10,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2010,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2010,10,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,10
2010,10,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,39
2010,10,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,48
2010,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2010,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,34
2010,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2010,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,16
2010,10,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,40
2010,10,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2010,10,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,54
2010,10,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2010,10,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,28
2010,10,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,54
2010,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,4
2010,10,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,262
2010,10,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,1
2010,10,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2010,10,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,278
2010,11,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
2010,11,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,32
2010,11,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,48
2010,11,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2010,11,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,31
2010,11,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,12
2010,11,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,11
2010,11,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,30
2010,11,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2010,11,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,34
2010,11,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2010,11,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,24
2010,11,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,48
2010,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2010,11,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,199
2010,11,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,3
2010,11,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,4
2010,11,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,12
2010,11,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,246
2010,12,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2010,12,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2010,12,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,3
2010,12,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,25
2010,12,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,53
2010,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,13
2010,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,18
2010,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2010,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,10
2010,12,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,27
2010,12,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2010,12,Homicide and related Offences,Murder,No alcohol involved,Non-DV,Darwin,1
2010,12,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,35
2010,12,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2010,12,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,29
2010,12,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,51
2010,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,6
2010,12,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,210
2010,12,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,3
2010,12,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,3
2010,12,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,247
2011,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2011,1,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,5
2011,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,36
2011,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,49
2011,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,10
2011,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,18
2011,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2011,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,10
2011,1,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2011,1,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,41
2011,1,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2011,1,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,39
2011,1,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2011,1,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,23
2011,1,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,82
2011,1,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,289
2011,1,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2011,1,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2011,1,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,234
2011,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,3
2011,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2011,2,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,7
2011,2,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,28
2011,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,41
2011,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2011,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,22
2011,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2011,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,19
2011,2,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2011,2,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,37
2011,2,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2011,2,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,42
2011,2,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2011,2,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,26
2011,2,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,110
2011,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,1
2011,2,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,319
2011,2,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,10
2011,2,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,7
2011,2,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,224
2011,3,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2011,3,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,5
2011,3,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
2011,3,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,35
2011,3,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,32
2011,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2011,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,29
2011,3,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,13
2011,3,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,17
2011,3,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,37
2011,3,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,9
2011,3,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,48
2011,3,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2011,3,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,23
2011,3,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,63
2011,3,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2011,3,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,229
2011,3,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2011,3,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,2
2011,3,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,11
2011,3,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,257
2011,4,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2011,4,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,4
2011,4,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,36
2011,4,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,48
2011,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2011,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,31
2011,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2011,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,11
2011,4,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,46
2011,4,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2011,4,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,51
2011,4,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,10
2011,4,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,21
2011,4,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,56
2011,4,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,248
2011,4,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2011,4,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,3
2011,4,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,13
2011,4,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,259
2011,5,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,6
