Year,Sex,Age Group,Aboriginal status,Region,Population
2006,Female,35-,Non-Aboriginal,Greater Darwin,4246
2006,Female,40-,Non-Aboriginal,Greater Darwin,4004
2006,Female,45-,Non-Aboriginal,Greater Darwin,3852
2006,Female,50-,Non-Aboriginal,Greater Darwin,3417
2006,Female,55-,Non-Aboriginal,Greater Darwin,2794
2006,Female,60-,Non-Aboriginal,Greater Darwin,1696
2006,Female,65-,Non-Aboriginal,Greater Darwin,987
2006,Female,70-,Non-Aboriginal,Greater Darwin,574
2006,Female,75-,Non-Aboriginal,Greater Darwin,421
2006,Female,80-,Non-Aboriginal,Greater Darwin,268
2006,Female,85+,Non-Aboriginal,Greater Darwin,187
2007,Male,0-,Aboriginal,Greater Darwin,823
2007,Male,5-,Aboriginal,Greater Darwin,811
2007,Male,10-,Aboriginal,Greater Darwin,869
2007,Male,15-,Aboriginal,Greater Darwin,742
2007,Male,20-,Aboriginal,Greater Darwin,566
2007,Male,25-,Aboriginal,Greater Darwin,474
2007,Male,30-,Aboriginal,Greater Darwin,545
2007,Male,35-,Aboriginal,Greater Darwin,480
2007,Male,40-,Aboriginal,Greater Darwin,402
2007,Male,45-,Aboriginal,Greater Darwin,372
2007,Male,50-,Aboriginal,Greater Darwin,261
2007,Male,55-,Aboriginal,Greater Darwin,183
2007,Male,60-,Aboriginal,Greater Darwin,85
2007,Male,65-,Aboriginal,Greater Darwin,70
2007,Male,70-,Aboriginal,Greater Darwin,50
2007,Male,75-,Aboriginal,Greater Darwin,16
2007,Male,80-,Aboriginal,Greater Darwin,4
2007,Male,85+,Aboriginal,Greater Darwin,5
2007,Female,0-,Aboriginal,Greater Darwin,709
2007,Female,5-,Aboriginal,Greater Darwin,727
2007,Female,10-,Aboriginal,Greater Darwin,706
2007,Female,15-,Aboriginal,Greater Darwin,653
2007,Female,20-,Aboriginal,Greater Darwin,483
2007,Female,25-,Aboriginal,Greater Darwin,458
2007,Female,30-,Aboriginal,Greater Darwin,448
2007,Female,35-,Aboriginal,Greater Darwin,453
2007,Female,40-,Aboriginal,Greater Darwin,369
2007,Female,45-,Aboriginal,Greater Darwin,311
2007,Female,50-,Aboriginal,Greater Darwin,269
2007,Female,55-,Aboriginal,Greater Darwin,203
2007,Female,60-,Aboriginal,Greater Darwin,135
2007,Female,65-,Aboriginal,Greater Darwin,99
2007,Female,70-,Aboriginal,Greater Darwin,58
2007,Female,75-,Aboriginal,Greater Darwin,36
2007,Female,80-,Aboriginal,Greater Darwin,25
2007,Female,85+,Aboriginal,Greater Darwin,3
2007,Male,0-,Non-Aboriginal,Greater Darwin,3734
2007,Male,5-,Non-Aboriginal,Greater Darwin,3367
2007,Male,10-,Non-Aboriginal,Greater Darwin,3509
2007,Male,15-,Non-Aboriginal,Greater Darwin,3513
2007,Male,20-,Non-Aboriginal,Greater Darwin,4454
2007,Male,25-,Non-Aboriginal,Greater Darwin,4635
2007,Male,30-,Non-Aboriginal,Greater Darwin,4679
2007,Male,35-,Non-Aboriginal,Greater Darwin,4704
2007,Male,40-,Non-Aboriginal,Greater Darwin,4446
2007,Male,45-,Non-Aboriginal,Greater Darwin,4325
2007,Male,50-,Non-Aboriginal,Greater Darwin,3883
2007,Male,55-,Non-Aboriginal,Greater Darwin,3581
2007,Male,60-,Non-Aboriginal,Greater Darwin,2575
2007,Male,65-,Non-Aboriginal,Greater Darwin,1643
2007,Male,70-,Non-Aboriginal,Greater Darwin,849
2007,Male,75-,Non-Aboriginal,Greater Darwin,526
2007,Male,80-,Non-Aboriginal,Greater Darwin,269
2007,Male,85+,Non-Aboriginal,Greater Darwin,125
2007,Female,0-,Non-Aboriginal,Greater Darwin,3670
2007,Female,5-,Non-Aboriginal,Greater Darwin,3301
2007,Female,10-,Non-Aboriginal,Greater Darwin,3258
2007,Female,15-,Non-Aboriginal,Greater Darwin,3137
2007,Female,20-,Non-Aboriginal,Greater Darwin,3800
2007,Female,25-,Non-Aboriginal,Greater Darwin,4442
2007,Female,30-,Non-Aboriginal,Greater Darwin,4308
2007,Female,35-,Non-Aboriginal,Greater Darwin,4404
2007,Female,40-,Non-Aboriginal,Greater Darwin,4018
2007,Female,45-,Non-Aboriginal,Greater Darwin,3964
2007,Female,50-,Non-Aboriginal,Greater Darwin,3519
2007,Female,55-,Non-Aboriginal,Greater Darwin,2860
2007,Female,60-,Non-Aboriginal,Greater Darwin,1883
2007,Female,65-,Non-Aboriginal,Greater Darwin,1115
2007,Female,70-,Non-Aboriginal,Greater Darwin,618
2007,Female,75-,Non-Aboriginal,Greater Darwin,429
2007,Female,80-,Non-Aboriginal,Greater Darwin,290
2007,Female,85+,Non-Aboriginal,Greater Darwin,199
2008,Male,0-,Aboriginal,Greater Darwin,842
2008,Male,5-,Aboriginal,Greater Darwin,812
2008,Male,10-,Aboriginal,Greater Darwin,886
2008,Male,15-,Aboriginal,Greater Darwin,762
2008,Male,20-,Aboriginal,Greater Darwin,613
2008,Male,25-,Aboriginal,Greater Darwin,515
2008,Male,30-,Aboriginal,Greater Darwin,552
2008,Male,35-,Aboriginal,Greater Darwin,498
2008,Male,40-,Aboriginal,Greater Darwin,399
2008,Male,45-,Aboriginal,Greater Darwin,384
2008,Male,50-,Aboriginal,Greater Darwin,266
2008,Male,55-,Aboriginal,Greater Darwin,187
2008,Male,60-,Aboriginal,Greater Darwin,91
2008,Male,65-,Aboriginal,Greater Darwin,72
2008,Male,70-,Aboriginal,Greater Darwin,54
2008,Male,75-,Aboriginal,Greater Darwin,16
2008,Male,80-,Aboriginal,Greater Darwin,5
2008,Male,85+,Aboriginal,Greater Darwin,5
2008,Female,0-,Aboriginal,Greater Darwin,732
2008,Female,5-,Aboriginal,Greater Darwin,743
2008,Female,10-,Aboriginal,Greater Darwin,702
2008,Female,15-,Aboriginal,Greater Darwin,685
2008,Female,20-,Aboriginal,Greater Darwin,508
2008,Female,25-,Aboriginal,Greater Darwin,489
2008,Female,30-,Aboriginal,Greater Darwin,466
2008,Female,35-,Aboriginal,Greater Darwin,470
2008,Female,40-,Aboriginal,Greater Darwin,376
2008,Female,45-,Aboriginal,Greater Darwin,325
2008,Female,50-,Aboriginal,Greater Darwin,277
2008,Female,55-,Aboriginal,Greater Darwin,213
2008,Female,60-,Aboriginal,Greater Darwin,148
2008,Female,65-,Aboriginal,Greater Darwin,106
2008,Female,70-,Aboriginal,Greater Darwin,66
2008,Female,75-,Aboriginal,Greater Darwin,36
2008,Female,80-,Aboriginal,Greater Darwin,26
2008,Female,85+,Aboriginal,Greater Darwin,4
2008,Male,0-,Non-Aboriginal,Greater Darwin,3820
2008,Male,5-,Non-Aboriginal,Greater Darwin,3372
2008,Male,10-,Non-Aboriginal,Greater Darwin,3579
2008,Male,15-,Non-Aboriginal,Greater Darwin,3609
2008,Male,20-,Non-Aboriginal,Greater Darwin,4825
2008,Male,25-,Non-Aboriginal,Greater Darwin,5041
2008,Male,30-,Non-Aboriginal,Greater Darwin,4744
2008,Male,35-,Non-Aboriginal,Greater Darwin,4880
2008,Male,40-,Non-Aboriginal,Greater Darwin,4414
2008,Male,45-,Non-Aboriginal,Greater Darwin,4468
2008,Male,50-,Non-Aboriginal,Greater Darwin,3960
2008,Male,55-,Non-Aboriginal,Greater Darwin,3671
2008,Male,60-,Non-Aboriginal,Greater Darwin,2734
2008,Male,65-,Non-Aboriginal,Greater Darwin,1684
2008,Male,70-,Non-Aboriginal,Greater Darwin,923
2008,Male,75-,Non-Aboriginal,Greater Darwin,528
2008,Male,80-,Non-Aboriginal,Greater Darwin,277
2008,Male,85+,Non-Aboriginal,Greater Darwin,128
2008,Female,0-,Non-Aboriginal,Greater Darwin,3787
2008,Female,5-,Non-Aboriginal,Greater Darwin,3373
2008,Female,10-,Non-Aboriginal,Greater Darwin,3240
2008,Female,15-,Non-Aboriginal,Greater Darwin,3290
2008,Female,20-,Non-Aboriginal,Greater Darwin,3991
2008,Female,25-,Non-Aboriginal,Greater Darwin,4734
2008,Female,30-,Non-Aboriginal,Greater Darwin,4485
2008,Female,35-,Non-Aboriginal,Greater Darwin,4573
2008,Female,40-,Non-Aboriginal,Greater Darwin,4088
2008,Female,45-,Non-Aboriginal,Greater Darwin,4145
2008,Female,50-,Non-Aboriginal,Greater Darwin,3619
2008,Female,55-,Non-Aboriginal,Greater Darwin,2988
2008,Female,60-,Non-Aboriginal,Greater Darwin,2064
2008,Female,65-,Non-Aboriginal,Greater Darwin,1196
2008,Female,70-,Non-Aboriginal,Greater Darwin,707
2008,Female,75-,Non-Aboriginal,Greater Darwin,424
2008,Female,80-,Non-Aboriginal,Greater Darwin,300
2008,Female,85+,Non-Aboriginal,Greater Darwin,218
2009,Male,0-,Aboriginal,Greater Darwin,855
2009,Male,5-,Aboriginal,Greater Darwin,812
2009,Male,10-,Aboriginal,Greater Darwin,885
2009,Male,15-,Aboriginal,Greater Darwin,777
2009,Male,20-,Aboriginal,Greater Darwin,653
2009,Male,25-,Aboriginal,Greater Darwin,560
2009,Male,30-,Aboriginal,Greater Darwin,562
2009,Male,35-,Aboriginal,Greater Darwin,509
2009,Male,40-,Aboriginal,Greater Darwin,411
2009,Male,45-,Aboriginal,Greater Darwin,388
2009,Male,50-,Aboriginal,Greater Darwin,270
2009,Male,55-,Aboriginal,Greater Darwin,192
2009,Male,60-,Aboriginal,Greater Darwin,96
2009,Male,65-,Aboriginal,Greater Darwin,76
2009,Male,70-,Aboriginal,Greater Darwin,58
2009,Male,75-,Aboriginal,Greater Darwin,17
2009,Male,80-,Aboriginal,Greater Darwin,5
2009,Male,85+,Aboriginal,Greater Darwin,5
2009,Female,0-,Aboriginal,Greater Darwin,751
2009,Female,5-,Aboriginal,Greater Darwin,761
2009,Female,10-,Aboriginal,Greater Darwin,721
2009,Female,15-,Aboriginal,Greater Darwin,694
2009,Female,20-,Aboriginal,Greater Darwin,530
2009,Female,25-,Aboriginal,Greater Darwin,521
2009,Female,30-,Aboriginal,Greater Darwin,484
2009,Female,35-,Aboriginal,Greater Darwin,483
2009,Female,40-,Aboriginal,Greater Darwin,391
2009,Female,45-,Aboriginal,Greater Darwin,332
2009,Female,50-,Aboriginal,Greater Darwin,285
2009,Female,55-,Aboriginal,Greater Darwin,221
2009,Female,60-,Aboriginal,Greater Darwin,161
2009,Female,65-,Aboriginal,Greater Darwin,117
2009,Female,70-,Aboriginal,Greater Darwin,69
2009,Female,75-,Aboriginal,Greater Darwin,39
2009,Female,80-,Aboriginal,Greater Darwin,27
2009,Female,85+,Aboriginal,Greater Darwin,4
2009,Male,0-,Non-Aboriginal,Greater Darwin,3881
2009,Male,5-,Non-Aboriginal,Greater Darwin,3374
2009,Male,10-,Non-Aboriginal,Greater Darwin,3574
2009,Male,15-,Non-Aboriginal,Greater Darwin,3681
2009,Male,20-,Non-Aboriginal,Greater Darwin,5140
2009,Male,25-,Non-Aboriginal,Greater Darwin,5481
2009,Male,30-,Non-Aboriginal,Greater Darwin,4830
2009,Male,35-,Non-Aboriginal,Greater Darwin,4992
2009,Male,40-,Non-Aboriginal,Greater Darwin,4537
2009,Male,45-,Non-Aboriginal,Greater Darwin,4506
2009,Male,50-,Non-Aboriginal,Greater Darwin,4010
2009,Male,55-,Non-Aboriginal,Greater Darwin,3752
2009,Male,60-,Non-Aboriginal,Greater Darwin,2914
2009,Male,65-,Non-Aboriginal,Greater Darwin,1768
2009,Male,70-,Non-Aboriginal,Greater Darwin,998
2009,Male,75-,Non-Aboriginal,Greater Darwin,544
2009,Male,80-,Non-Aboriginal,Greater Darwin,289
2009,Male,85+,Non-Aboriginal,Greater Darwin,127
2009,Female,0-,Non-Aboriginal,Greater Darwin,3884
2009,Female,5-,Non-Aboriginal,Greater Darwin,3453
2009,Female,10-,Non-Aboriginal,Greater Darwin,3330
2009,Female,15-,Non-Aboriginal,Greater Darwin,3331
2009,Female,20-,Non-Aboriginal,Greater Darwin,4171
2009,Female,25-,Non-Aboriginal,Greater Darwin,5050
2009,Female,30-,Non-Aboriginal,Greater Darwin,4653
2009,Female,35-,Non-Aboriginal,Greater Darwin,4701
2009,Female,40-,Non-Aboriginal,Greater Darwin,4256
2009,Female,45-,Non-Aboriginal,Greater Darwin,4236
2009,Female,50-,Non-Aboriginal,Greater Darwin,3733
2009,Female,55-,Non-Aboriginal,Greater Darwin,3111
2009,Female,60-,Non-Aboriginal,Greater Darwin,2231
2009,Female,65-,Non-Aboriginal,Greater Darwin,1314
2009,Female,70-,Non-Aboriginal,Greater Darwin,743
2009,Female,75-,Non-Aboriginal,Greater Darwin,454
2009,Female,80-,Non-Aboriginal,Greater Darwin,322
2009,Female,85+,Non-Aboriginal,Greater Darwin,222
2010,Male,0-,Aboriginal,Greater Darwin,863
2010,Male,5-,Aboriginal,Greater Darwin,813
2010,Male,10-,Aboriginal,Greater Darwin,857
2010,Male,15-,Aboriginal,Greater Darwin,779
2010,Male,20-,Aboriginal,Greater Darwin,688
2010,Male,25-,Aboriginal,Greater Darwin,587
2010,Male,30-,Aboriginal,Greater Darwin,567
2010,Male,35-,Aboriginal,Greater Darwin,508
2010,Male,40-,Aboriginal,Greater Darwin,420
2010,Male,45-,Aboriginal,Greater Darwin,389
2010,Male,50-,Aboriginal,Greater Darwin,273
2010,Male,55-,Aboriginal,Greater Darwin,193
2010,Male,60-,Aboriginal,Greater Darwin,103
2010,Male,65-,Aboriginal,Greater Darwin,80
2010,Male,70-,Aboriginal,Greater Darwin,64
2010,Male,75-,Aboriginal,Greater Darwin,18
2010,Male,80-,Aboriginal,Greater Darwin,5
2010,Male,85+,Aboriginal,Greater Darwin,5
2010,Female,0-,Aboriginal,Greater Darwin,754
2010,Female,5-,Aboriginal,Greater Darwin,770
2010,Female,10-,Aboriginal,Greater Darwin,727
2010,Female,15-,Aboriginal,Greater Darwin,686
2010,Female,20-,Aboriginal,Greater Darwin,538
2010,Female,25-,Aboriginal,Greater Darwin,539
2010,Female,30-,Aboriginal,Greater Darwin,496
2010,Female,35-,Aboriginal,Greater Darwin,486
2010,Female,40-,Aboriginal,Greater Darwin,406
2010,Female,45-,Aboriginal,Greater Darwin,334
2010,Female,50-,Aboriginal,Greater Darwin,292
2010,Female,55-,Aboriginal,Greater Darwin,232
2010,Female,60-,Aboriginal,Greater Darwin,169
2010,Female,65-,Aboriginal,Greater Darwin,124
2010,Female,70-,Aboriginal,Greater Darwin,75
2010,Female,75-,Aboriginal,Greater Darwin,42
2010,Female,80-,Aboriginal,Greater Darwin,28
2010,Female,85+,Aboriginal,Greater Darwin,4
2010,Male,0-,Non-Aboriginal,Greater Darwin,3917
2010,Male,5-,Non-Aboriginal,Greater Darwin,3376
2010,Male,10-,Non-Aboriginal,Greater Darwin,3462
2010,Male,15-,Non-Aboriginal,Greater Darwin,3688
2010,Male,20-,Non-Aboriginal,Greater Darwin,5415
2010,Male,25-,Non-Aboriginal,Greater Darwin,5742
2010,Male,30-,Non-Aboriginal,Greater Darwin,4869
2010,Male,35-,Non-Aboriginal,Greater Darwin,4974
2010,Male,40-,Non-Aboriginal,Greater Darwin,4643
2010,Male,45-,Non-Aboriginal,Greater Darwin,4519
2010,Male,50-,Non-Aboriginal,Greater Darwin,4069
2010,Male,55-,Non-Aboriginal,Greater Darwin,3780
2010,Male,60-,Non-Aboriginal,Greater Darwin,3105
2010,Male,65-,Non-Aboriginal,Greater Darwin,1858
2010,Male,70-,Non-Aboriginal,Greater Darwin,1084
2010,Male,75-,Non-Aboriginal,Greater Darwin,589
2010,Male,80-,Non-Aboriginal,Greater Darwin,325
2010,Male,85+,Non-Aboriginal,Greater Darwin,127
2010,Female,0-,Non-Aboriginal,Greater Darwin,3901
2010,Female,5-,Non-Aboriginal,Greater Darwin,3498
2010,Female,10-,Non-Aboriginal,Greater Darwin,3356
2010,Female,15-,Non-Aboriginal,Greater Darwin,3296
2010,Female,20-,Non-Aboriginal,Greater Darwin,4234
2010,Female,25-,Non-Aboriginal,Greater Darwin,5224
2010,Female,30-,Non-Aboriginal,Greater Darwin,4770
2010,Female,35-,Non-Aboriginal,Greater Darwin,4725
2010,Female,40-,Non-Aboriginal,Greater Darwin,4421
2010,Female,45-,Non-Aboriginal,Greater Darwin,4256
2010,Female,50-,Non-Aboriginal,Greater Darwin,3824
2010,Female,55-,Non-Aboriginal,Greater Darwin,3261
2010,Female,60-,Non-Aboriginal,Greater Darwin,2353
2010,Female,65-,Non-Aboriginal,Greater Darwin,1395
2010,Female,70-,Non-Aboriginal,Greater Darwin,809
2010,Female,75-,Non-Aboriginal,Greater Darwin,493
2010,Female,80-,Non-Aboriginal,Greater Darwin,324
2010,Female,85+,Non-Aboriginal,Greater Darwin,233
2011,Male,0-,Aboriginal,Greater Darwin,748
2011,Male,5-,Aboriginal,Greater Darwin,737
2011,Male,10-,Aboriginal,Greater Darwin,839
2011,Male,15-,Aboriginal,Greater Darwin,844
2011,Male,20-,Aboriginal,Greater Darwin,711
2011,Male,25-,Aboriginal,Greater Darwin,619
2011,Male,30-,Aboriginal,Greater Darwin,509
2011,Male,35-,Aboriginal,Greater Darwin,551
2011,Male,40-,Aboriginal,Greater Darwin,480
2011,Male,45-,Aboriginal,Greater Darwin,389
2011,Male,50-,Aboriginal,Greater Darwin,330
2011,Male,55-,Aboriginal,Greater Darwin,221
2011,Male,60-,Aboriginal,Greater Darwin,140
2011,Male,65-,Aboriginal,Greater Darwin,76
2011,Male,70-,Aboriginal,Greater Darwin,44
2011,Male,75-,Aboriginal,Greater Darwin,29
2011,Male,80-,Aboriginal,Greater Darwin,10
2011,Male,85+,Aboriginal,Greater Darwin,0
2011,Female,0-,Aboriginal,Greater Darwin,719
2011,Female,5-,Aboriginal,Greater Darwin,695
2011,Female,10-,Aboriginal,Greater Darwin,750
2011,Female,15-,Aboriginal,Greater Darwin,639
2011,Female,20-,Aboriginal,Greater Darwin,568
2011,Female,25-,Aboriginal,Greater Darwin,493
2011,Female,30-,Aboriginal,Greater Darwin,442
2011,Female,35-,Aboriginal,Greater Darwin,477
2011,Female,40-,Aboriginal,Greater Darwin,496
2011,Female,45-,Aboriginal,Greater Darwin,376
2011,Female,50-,Aboriginal,Greater Darwin,331
2011,Female,55-,Aboriginal,Greater Darwin,260
2011,Female,60-,Aboriginal,Greater Darwin,191
2011,Female,65-,Aboriginal,Greater Darwin,103
2011,Female,70-,Aboriginal,Greater Darwin,64
2011,Female,75-,Aboriginal,Greater Darwin,42
2011,Female,80-,Aboriginal,Greater Darwin,31
2011,Female,85+,Aboriginal,Greater Darwin,8
2011,Male,0-,Non-Aboriginal,Greater Darwin,3969
2011,Male,5-,Non-Aboriginal,Greater Darwin,3442
2011,Male,10-,Non-Aboriginal,Greater Darwin,3463
2011,Male,15-,Non-Aboriginal,Greater Darwin,3675
2011,Male,20-,Non-Aboriginal,Greater Darwin,5288
2011,Male,25-,Non-Aboriginal,Greater Darwin,5960
2011,Male,30-,Non-Aboriginal,Greater Darwin,5090
2011,Male,35-,Non-Aboriginal,Greater Darwin,4861
2011,Male,40-,Non-Aboriginal,Greater Darwin,4802
2011,Male,45-,Non-Aboriginal,Greater Darwin,4442
2011,Male,50-,Non-Aboriginal,Greater Darwin,4112
2011,Male,55-,Non-Aboriginal,Greater Darwin,3745
2011,Male,60-,Non-Aboriginal,Greater Darwin,3183
2011,Male,65-,Non-Aboriginal,Greater Darwin,1937
2011,Male,70-,Non-Aboriginal,Greater Darwin,1202
2011,Male,75-,Non-Aboriginal,Greater Darwin,617
2011,Male,80-,Non-Aboriginal,Greater Darwin,340
2011,Male,85+,Non-Aboriginal,Greater Darwin,136
2011,Female,0-,Non-Aboriginal,Greater Darwin,3801
2011,Female,5-,Non-Aboriginal,Greater Darwin,3584
2011,Female,10-,Non-Aboriginal,Greater Darwin,3373
2011,Female,15-,Non-Aboriginal,Greater Darwin,3196
2011,Female,20-,Non-Aboriginal,Greater Darwin,4109
2011,Female,25-,Non-Aboriginal,Greater Darwin,5344
2011,Female,30-,Non-Aboriginal,Greater Darwin,4911
2011,Female,35-,Non-Aboriginal,Greater Darwin,4630
2011,Female,40-,Non-Aboriginal,Greater Darwin,4519
2011,Female,45-,Non-Aboriginal,Greater Darwin,4208
2011,Female,50-,Non-Aboriginal,Greater Darwin,3933
2011,Female,55-,Non-Aboriginal,Greater Darwin,3259
2011,Female,60-,Non-Aboriginal,Greater Darwin,2510
2011,Female,65-,Non-Aboriginal,Greater Darwin,1523
2011,Female,70-,Non-Aboriginal,Greater Darwin,911
2011,Female,75-,Non-Aboriginal,Greater Darwin,499
2011,Female,80-,Non-Aboriginal,Greater Darwin,343
2011,Female,85+,Non-Aboriginal,Greater Darwin,227
2012,Male,0-,Aboriginal,Greater Darwin,768
2012,Male,5-,Aboriginal,Greater Darwin,764
2012,Male,10-,Aboriginal,Greater Darwin,840
2012,Male,15-,Aboriginal,Greater Darwin,837
2012,Male,20-,Aboriginal,Greater Darwin,732
2012,Male,25-,Aboriginal,Greater Darwin,658
2012,Male,30-,Aboriginal,Greater Darwin,549
2012,Male,35-,Aboriginal,Greater Darwin,565
2012,Male,40-,Aboriginal,Greater Darwin,497
2012,Male,45-,Aboriginal,Greater Darwin,389
2012,Male,50-,Aboriginal,Greater Darwin,347
2012,Male,55-,Aboriginal,Greater Darwin,219
2012,Male,60-,Aboriginal,Greater Darwin,140
2012,Male,65-,Aboriginal,Greater Darwin,83
2012,Male,70-,Aboriginal,Greater Darwin,47
2012,Male,75-,Aboriginal,Greater Darwin,31
2012,Male,80-,Aboriginal,Greater Darwin,11
2012,Male,85+,Aboriginal,Greater Darwin,0
2012,Female,0-,Aboriginal,Greater Darwin,757
2012,Female,5-,Aboriginal,Greater Darwin,700
2012,Female,10-,Aboriginal,Greater Darwin,748
2012,Female,15-,Aboriginal,Greater Darwin,656
2012,Female,20-,Aboriginal,Greater Darwin,590
2012,Female,25-,Aboriginal,Greater Darwin,527
2012,Female,30-,Aboriginal,Greater Darwin,469
2012,Female,35-,Aboriginal,Greater Darwin,477
2012,Female,40-,Aboriginal,Greater Darwin,504
2012,Female,45-,Aboriginal,Greater Darwin,375
2012,Female,50-,Aboriginal,Greater Darwin,334
2012,Female,55-,Aboriginal,Greater Darwin,270
2012,Female,60-,Aboriginal,Greater Darwin,194
2012,Female,65-,Aboriginal,Greater Darwin,113
2012,Female,70-,Aboriginal,Greater Darwin,69
2012,Female,75-,Aboriginal,Greater Darwin,44
2012,Female,80-,Aboriginal,Greater Darwin,32
2012,Female,85+,Aboriginal,Greater Darwin,9
2012,Male,0-,Non-Aboriginal,Greater Darwin,4080
2012,Male,5-,Non-Aboriginal,Greater Darwin,3567
2012,Male,10-,Non-Aboriginal,Greater Darwin,3470
2012,Male,15-,Non-Aboriginal,Greater Darwin,3647
2012,Male,20-,Non-Aboriginal,Greater Darwin,5443
2012,Male,25-,Non-Aboriginal,Greater Darwin,6332
2012,Male,30-,Non-Aboriginal,Greater Darwin,5485
2012,Male,35-,Non-Aboriginal,Greater Darwin,4986
2012,Male,40-,Non-Aboriginal,Greater Darwin,4975
2012,Male,45-,Non-Aboriginal,Greater Darwin,4442
2012,Male,50-,Non-Aboriginal,Greater Darwin,4317
2012,Male,55-,Non-Aboriginal,Greater Darwin,3715
2012,Male,60-,Non-Aboriginal,Greater Darwin,3189
2012,Male,65-,Non-Aboriginal,Greater Darwin,2107
2012,Male,70-,Non-Aboriginal,Greater Darwin,1295
2012,Male,75-,Non-Aboriginal,Greater Darwin,653
2012,Male,80-,Non-Aboriginal,Greater Darwin,354
2012,Male,85+,Non-Aboriginal,Greater Darwin,161
2012,Female,0-,Non-Aboriginal,Greater Darwin,4004
2012,Female,5-,Non-Aboriginal,Greater Darwin,3608
2012,Female,10-,Non-Aboriginal,Greater Darwin,3363
2012,Female,15-,Non-Aboriginal,Greater Darwin,3277
2012,Female,20-,Non-Aboriginal,Greater Darwin,4270
2012,Female,25-,Non-Aboriginal,Greater Darwin,5715
2012,Female,30-,Non-Aboriginal,Greater Darwin,5209
2012,Female,35-,Non-Aboriginal,Greater Darwin,4629
2012,Female,40-,Non-Aboriginal,Greater Darwin,4586
2012,Female,45-,Non-Aboriginal,Greater Darwin,4207
2012,Female,50-,Non-Aboriginal,Greater Darwin,3964
2012,Female,55-,Non-Aboriginal,Greater Darwin,3388
2012,Female,60-,Non-Aboriginal,Greater Darwin,2542
2012,Female,65-,Non-Aboriginal,Greater Darwin,1661
2012,Female,70-,Non-Aboriginal,Greater Darwin,985
2012,Female,75-,Non-Aboriginal,Greater Darwin,527
2012,Female,80-,Non-Aboriginal,Greater Darwin,351
2012,Female,85+,Non-Aboriginal,Greater Darwin,256
2013,Male,0-,Aboriginal,Greater Darwin,801
2013,Male,5-,Aboriginal,Greater Darwin,804
2013,Male,10-,Aboriginal,Greater Darwin,835
2013,Male,15-,Aboriginal,Greater Darwin,844
2013,Male,20-,Aboriginal,Greater Darwin,761
2013,Male,25-,Aboriginal,Greater Darwin,720
2013,Male,30-,Aboriginal,Greater Darwin,617
2013,Male,35-,Aboriginal,Greater Darwin,590
2013,Male,40-,Aboriginal,Greater Darwin,524
2013,Male,45-,Aboriginal,Greater Darwin,399
2013,Male,50-,Aboriginal,Greater Darwin,356
2013,Male,55-,Aboriginal,Greater Darwin,220
2013,Male,60-,Aboriginal,Greater Darwin,142
2013,Male,65-,Aboriginal,Greater Darwin,90
2013,Male,70-,Aboriginal,Greater Darwin,48
2013,Male,75-,Aboriginal,Greater Darwin,32
2013,Male,80-,Aboriginal,Greater Darwin,11
2013,Male,85+,Aboriginal,Greater Darwin,0
2013,Female,0-,Aboriginal,Greater Darwin,794
2013,Female,5-,Aboriginal,Greater Darwin,725
2013,Female,10-,Aboriginal,Greater Darwin,760
2013,Female,15-,Aboriginal,Greater Darwin,653
2013,Female,20-,Aboriginal,Greater Darwin,618
2013,Female,25-,Aboriginal,Greater Darwin,557
2013,Female,30-,Aboriginal,Greater Darwin,501
2013,Female,35-,Aboriginal,Greater Darwin,495
2013,Female,40-,Aboriginal,Greater Darwin,506
2013,Female,45-,Aboriginal,Greater Darwin,375
2013,Female,50-,Aboriginal,Greater Darwin,342
2013,Female,55-,Aboriginal,Greater Darwin,273
2013,Female,60-,Aboriginal,Greater Darwin,202
2013,Female,65-,Aboriginal,Greater Darwin,123
2013,Female,70-,Aboriginal,Greater Darwin,71
2013,Female,75-,Aboriginal,Greater Darwin,48
2013,Female,80-,Aboriginal,Greater Darwin,31
2013,Female,85+,Aboriginal,Greater Darwin,10
2013,Male,0-,Non-Aboriginal,Greater Darwin,4254
2013,Male,5-,Non-Aboriginal,Greater Darwin,3754
2013,Male,10-,Non-Aboriginal,Greater Darwin,3449
2013,Male,15-,Non-Aboriginal,Greater Darwin,3676
2013,Male,20-,Non-Aboriginal,Greater Darwin,5658
2013,Male,25-,Non-Aboriginal,Greater Darwin,6933
2013,Male,30-,Non-Aboriginal,Greater Darwin,6169
2013,Male,35-,Non-Aboriginal,Greater Darwin,5204
2013,Male,40-,Non-Aboriginal,Greater Darwin,5244
2013,Male,45-,Non-Aboriginal,Greater Darwin,4547
2013,Male,50-,Non-Aboriginal,Greater Darwin,4433
2013,Male,55-,Non-Aboriginal,Greater Darwin,3726
2013,Male,60-,Non-Aboriginal,Greater Darwin,3227
2013,Male,65-,Non-Aboriginal,Greater Darwin,2291
2013,Male,70-,Non-Aboriginal,Greater Darwin,1322
2013,Male,75-,Non-Aboriginal,Greater Darwin,669
2013,Male,80-,Non-Aboriginal,Greater Darwin,373
2013,Male,85+,Non-Aboriginal,Greater Darwin,189
2013,Female,0-,Non-Aboriginal,Greater Darwin,4198
2013,Female,5-,Non-Aboriginal,Greater Darwin,3741
2013,Female,10-,Non-Aboriginal,Greater Darwin,3421
2013,Female,15-,Non-Aboriginal,Greater Darwin,3266
